"id","type","path","labelShortFormDe","labelLongFormEn","labelLongFormDe","descriptionDe","isA"
"/organization/erum-committee/kfb","organization","ErUM-Komitee","KfB","kfb","","",""
"/organization/erum-committee/kfb","organization","ErUM-Komitee","KfB","Komitee für Beschleunigerphysi","Komitee für Beschleunigerphysi","",""
"/organization/erum-committee/kfn","organization","ErUM-Komitee","KfN","kfn","","",""
"/organization/erum-committee/kfn","organization","ErUM-Komitee","KFN","Kommitee Forschung mit Neutronen","Kommitee Forschung mit Neutronen","",""
"/organization/erum-committee/kfs","organization","ErUM-Komitee","KFS","Kommitee Forschung mit Synchrotronstrahlung","Kommitee Forschung mit Synchrotronstrahlung","",""
"/organization/erum-committee/kfsi","organization","ErUM-Komitee","KfSI","Komitee Forschung mit nuklearen Sonden und Ionenstrahlen","Komitee Forschung mit nuklearen Sonden und Ionenstrahlen","",""
"/organization/erum-committee/khuk","organization","ErUM-Komitee","KHUK","Komitee Hadronen- und Kernphysik","Komitee Hadronen- und Kernphysik","",""
"/organization/esfri","organization","european-coordination","ESFRI","European Strategy Forum on Research Infrastructures (ESFRI)","Europäisches Strategieforum für Forschungsinfrastrukturen (ESFRI)","",""
"/organization/funder","organization","funder","Forschungsförderer","research funder","Forschungsförderer","",""
"/organization/funder/bmbf","organization","funder","BMBF","Federal Ministry of Education and Research (Germany)","Bundesministerium für Bildung und Forschung","Das BMBF stellt  die Grundfinanzierung der Deutschen Forschungsgemeinschaft und der Helmholtz-Gemeinschaft sowie einen Teil der Grundfinanzierung der Max-Planck-Gesellschaft und der Fraunhofer-Gesellschaft sicher. Daneben fördert es im Rahmen von Förderprogrammen wie etwa ErUM Forschungsprojekte, auf die sich Antragsteller bewerben müssen.",""
"/organization/funder/dfg","organization","funder","DFG","Deutsche Forschungsgemeinschaft","","",""
"/organization/funder/doe","organization","funder","DOE","DOE","","",""
"/organization/funder/european-commission","organization","funder","Europäische Kommission","european commission","Europäische Kommission","",""
"/organization/research-institution","organization","research-institution","Forschungseinrichtung","Research Institution","Forschungseinrichtung","",""
"/organization/research-institution/cern","organization","research-institution","CERN","cern","CERN","",""
"/organization/research-institution/gsi","organization","research-institution/helmholtz-association","GSI","GSI Helmholtzzentrum für Schwerionenforschung,","GSI Helmholtzzentrum für Schwerionenforschung,","",""
"/organization/research-institution/helmholtz-association","organization","research-institution","HGF","helmholtz association","","Die Helmholtz-Gemeinschaft ist die größte Wissenschaftsorganization in Deutschland und umfasst 18 naturwissenschaftlich-technische und biologisch-medizinische Forschungszentren. Sechs dieser Zentren sind im Bereiche der Beschleunigerforschung aktiv.",""
"/organization/research-institution/hzb","organization","research-institution/helmholtz-association","HZB","hzb","HZB","",""
"/organization/research-institution/hzdr","organization","research-institution/helmholtz-association","HZDR","hzdr","","",""
"/organization/research-institution/kit","organization","research-institution/helmholtz-association","KIT","Karlsruhe Institute of Technology KIT","Karlsruher Institut für Technologie (KIT)","Das Karlsruher Institut für Technologie (KIT) ist zugleich Universität und Helmholtz-Forschungszentrum",""
"/organization/united-nations","organization","","UN","united nations","Vereinte Nationen","",""
"/project","project","european","Project","Project","Projekt","",""
"/project/aries","project","european","ARIES","ARIES","ARIES","",""
"/project/european-strategy-for-particle-physics","project","european","Europäische Strategie für die Teilchenphysik","European Strategy for Particle Physics","Europäische Strategie für die Teilchenphysik","",""
"/organization/alliance/nfdi","organization","","NFDI","Nationale Forschungsdateninfrastruktur","Nationale Forschungsdateninfrastruktur","Die Nationale Forschungsdateninfrastruktur (NFDI) hat das Ziel, Daten von Wissenschaft und Forschung zur Verfügung zu stellen, zu vernetzen und somit langfristig nutzbar zu machen. An NFDI wirken Einrichtungen aus diversen Forschungsbereichen mit. Sie arbeiten an Services, Trainingsangeboten für Forschende und Standards für den Umgang mit Daten.",""
"/research-topic","research-topic","","Forschungsthemen","research topics","Forschungsthemen","",""
"/research-topic/magnets","research-topic","magnets","Magnete","magnets","Magnete","",""
"/research-topic/magnets/superconducting","research-topic","magnets","Supraleitende Magnete","superconducting","Supraleitende Magnete","",""
"/research-topic/plasma-acceleration","research-topic","","Plasmabasierte Beschleunigung","plasma acceleration","Plasmabasierte Beschleunigung","",""
"/research-topic/green-transformation","research-topic","","Grüne Transformation","sustainability","Grüne Transformation","",""
