id,"Item Type",year,author,title,"Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FYDKK7K5","thesis","2017","Härer, Bastian","Lattice design and beam optics calculations for the new large-scale electron-positron collider FCC-ee","","","","","https://publikationen.bibliothek.kit.edu/1000071240","","2017","2023-02-15 05:36:53","2024-12-11 03:41:11","","","168","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral dissertation","","","","","","","","","#university/kit; #gender/male; #facility/fcc-ee; #research-method/lattice-design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPFVVIN3","thesis","2017","Green, Bert","Superradiant terahertz sources and their applications in accelerator diagnostics and ultra-fast science","","","","","https://publikationen.bibliothek.kit.edu/1000070730","","2017","2023-02-15 05:36:53","2024-12-11 03:43:10","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral dissertation","","","","","","","","","#university/kit; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJAELNPM","thesis","2013","Gerstl, Stefan","A COLD vacuum chamber for beam heat load DIAGnostics (COLDDIAG)","","","","","https://publikationen.bibliothek.kit.edu/1000038354","","2013","2023-02-15 05:36:53","2024-12-11 03:43:16","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral dissertation","","","","","","","","","#university/kit; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K9763222","thesis","2013","Fitterer, Miriam","Design study of the large hadron electron collider and a rapid cycling synchrotron as alternative to the PS booster upgrade at CERN","","","","","https://publikationen.bibliothek.kit.edu/1000035142","","2013","2023-02-15 05:36:53","2024-12-11 03:43:40","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral dissertation","","","","","","","","","#university/kit; #gender/female; #facility/ps","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZXIVK7LZ","thesis","2016","Chang, Cheng","Precise determination of the electron beam energy with Compton backscattered laser photons at ANKA","","","","","https://publikationen.bibliothek.kit.edu/1000051914","","2016","2023-02-15 05:36:53","2024-12-11 03:44:10","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral dissertation","","","","","","","","","#university/kit; #gender/male; #facility/anka; #components/electron-beam-energy-monitor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KYSMYD3D","thesis","2019","Berkowitz Zamora, Daniel","Development of a cryogenic refrigerator for a compact superconducting cyclotron in a hospital environment","","","","","https://publikationen.bibliothek.kit.edu/1000099481","","2019","2023-02-15 05:36:53","2024-12-10 07:53:54","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral dissertation","","","","","","","","","#university/kit; #gender/male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KK42G3DD","thesis","2015","Afonso-Rodrigues, Veronica","Electromagnetic design, implementation and test of a superconducting undulator with a transverse gradient field amplitude","","","","","https://publikationen.bibliothek.kit.edu/1000050911","","2015","2023-02-15 05:36:53","2024-12-09 22:34:27","","","","","","","","","","","","","Karlsruher Institut für Technologie","","en","","Doctoral dissertation","","","","","","","","","#university/kit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DA5CCYBS","thesis","2019","Weilbach, Tobias","Minimal-invasive strahldiagnose für hoch intensive Elektronenstrahlen","","","","","https://openscience.ub.uni-mainz.de/handle/20.500.12030/962","Durch die Nutzung der Energierückgewinnung in Beschleunigern, wie z.B. in Energy recovery linacs (ERL) und Elektronenkühlern, können Strahlleistungen erzeugt werden, die bisher ökonomisch nicht erreichbar waren. Dabei werden Leistungen von einigen 10 kW bis zu einigen MW bei Strahlenergien unter 10 MeV erreicht. Ohne Energierückgewinnung müsste dafür eine Hochfrequenzleistung in vergleichbarer Größe installiert sein, was höhere Investitions- und Betriebskosten bedeuten würde. Diese hochintensiven Elektronenstrahlen stellen, speziell unterhalb von 10 MeV, besondere Anforderungen an die Strahldiagnose. Durch die hohen Strahlleistungen werden Diagnoseelemente, wie z.B. Szintillationsschirme, die in den Strahlengang gefahren werden, um das Strahlprofil zu vermessen, beschädigt bzw. zerstört. Im Rahmen der Energierückgewinnung wirkt sich jeder Verlust von Elektronen auf die Effizienz des Rückgewinnungsprozesses aus, da die Energie dieser Elektronen nicht mehr zurückgewonnen werden kann. Daher sind minimal-invasive Diagnosemethoden notwendig, die auf Prozessen mit einer möglichst kleinen Wechselwirkung mit dem Strahl beruhen. Diese Arbeit untersucht zwei Methoden der minimal-invasiven Strahldiagnose auf ihre Anwendungsmöglichkeiten für hoch intensive Elektronenstrahlen. Die erste Methode beruht auf der strahlinduzierten Fluoreszenz (Beam-Induced Fluorescence: BIF). Dabei wird das Licht, das durch die Anregung der Restgasatome und -moleküle im Strahlvakuum erzeugt wird, auf einen Detektor abgebildet. Die zweite Methode beruht auf der Thomson-Streuung. Dabei werden die Photonen eines Lasers am Elektronenstrahl gestreut, gewinnen Energie und werden im Detektor nachgewiesen. Der Laser tastet den Elektronenstrahl ab und erlaubt analog zur Messung mit einem Draht eine Profilmessung, da die Streurate proportional zur Elektronendichte projiziert auf den Laserweg ist. Diese Anwendung wird als Thomson-Laser-Scanner (TLS) bezeichnet. Die Wellenlänge der gestreuten Photonen hängt vom Winkel, unter dem sie den Elektronenstrahl treffen, und von der Energie der Elektronen ab, sowie der Wellenlänge des Lasers selbst. Für die Experimente wurde die in Mainz existierende Polarisierte KAnone Test (PKAT) um eine Messkammer zur Messung der strahlinduzierten Fluoreszenz (BIF) erweitert. Die Herausforderung dabei war es, das Vakuum im Bereich der BIF-Messung (10e-5 mbar) vom Vakuum der Photoquelle (10e-11 mbar) zu entkoppeln, so dass es zu keiner unakzeptablen Verkürzung der Vakuumlebensdauer der verwendeten Kathoden kommt. Für die TLS-Experimente wurde ein geeignetes Lasersystem erworben, um einerseits den benötigten Strahlstrom von 25 mA zu erzeugen und andererseits die erforderliche mittlere Laserleistung von mindestens 100 W für die Thomson-Streuung zur Verfügung zu stellen. Dabei konnte der Transport des Spitzenstroms von 25 mA gewährleistet werden, wobei der kombinierte Signaluntergrund von Elektronen- und Laserstrahl auf einen Wert <10 Hz begrenzt werden konnte. Die Bedingungen, unter denen an der PKAT gemessen wurde, sind auf die möglichen Anwendungsgebiete wie z.,B. den Elektronenkühler am Hochenergie-Speicherring (HESR) an der Facility for Antiproton and Ion Research (FAIR) oder ERLs wie den Mainz Energy recovering Superconducting Accelerator (MESA) übertragbar, so dass im Besonderen entscheidende Erkenntnisse über die Signal-zu-Untergrundverhältnisse sowie Messzeiten gewonnen werden konnten. Die vorgestellten Diagnosemethoden sind geeignete Erweiterungen im Bereich der minimal-invasiven Strahldiagnose für hoch intensive Elektronenstrahlen. Using energy recovering techniques in accelerators, e.g. in ERLs or electron coolers, a new range of beam powers is economically achievable. Beam powers in the order of several 10 kW up to several MW are possible at beam energies below 10 MeV. Without energy recovering methods, the same amount of radio frequency power has to be provided if the losses in the cavities are neglected. With energy recovering schemes, it is possible to achieve these beam powers economically because the needed radio frequency (RF) power is smaller and, thus, so are the investment and operating costs. Beam profile measurements of high intensity electron beams below 10 MeV have to fulfill special demands. Commonly used diagnostic tools like wire scanners and scintillation screens which are put in the beam path for profile measurements are not able to withstand the beam power without being damaged or destroyed. Due to the energy recovering mechanism, any electron loss reduces the efficiency of the recovering process because the energy of these electrons cannot be recovered anymore. This loss has to be covered by the installed RF power. Hence, minimally invasive diagnostic methods are needed, which rely on processes with interactions as small as possible with the beam and which remove as few electrons as possible from the beam, none in an optimal case. An established method for the beam profile measurement uses synchrotron radiation, but this can only be used at higher beam energies than those considered here. In this thesis, two different minimally invasive beam diagnostic methods are investigated with respect to their use for high intensity electron beams. The first method uses beam-induced fluorescence (BIF). This quite simple system images the light generated by the interaction of the beam with the residual gas onto a detector. The second method is based on Thomson scattering where laser photons are scattered at an electron beam, gain energy and are detected. The laser scans the electron beam and enables a profile measurement analogous to a wire measurement, hence the name Thomson Laser Scanner (TLS). The scattering rate is proportional to the projected electron density along the laser path, provided the detector system is capable of detecting all scattered photons. The wavelength of the scattered photons depends on the angle at which the laser hits the electron beam and on the energy of the electrons and the initial laser wavelength. The existing test source PKAT in Mainz was extended with a vacuum chamber for the BIF measurements. The challenge for the BIF measurements is the separation of the vacuum inside the BIF chamber 10e-5 mbar) from the vacuum in the photo source (10e-11 mbar) to prevent a significant decrease of the cathode's vacuum lifetime. For the TLS experiments a suitable laser system was acquired to provide the needed beam current of 25 mA and the required laser power of at least 100 W for the Thomson scattering experiments. In this process the transport of a peak current of 25 mA could be provided while keeping the combined background of the electron and the Laser beam below 10 Hz. The measurement conditions at the PKAT are transferable to different fields of application, e.g. the electron cooling device in the High Energy Storage Ring (HESR) at the Facility for Antiproton and Ion Research (FAIR) or ERLs like the Mainz Energy recovering Superconducting Accelerator (MESA), thus it is possible to gain knowledge about the signal-to-background ratio and measurement times. The presented methods are viable extensions of the minimally invasive beam diagnostics for high intensity electron beams.","2019","2023-02-15 05:36:53","2024-12-11 03:31:08","","","121","","","","","","","","","","Johannes Gutenberg-Universität Mainz","","en","","Doctoral dissertation","","","DOI.org (Datacite)","","affiliation2:him","","","","#gender/male; #university/uni-mainz; #facility/mesa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RI6G45KF","thesis","2020","Stoll, Christian Philipp","Beam dynamical behaviour of the MESA SRF structures under recirculating operation","","","","","","Energie rückgewinnende Linearbeschleuniger (ERL) sind ein neuartiger Beschleunigertyp, der die Strahlqualitätseinschränkungen von Zirkularbeschleunigern umgeht, aber gleichzeitig den Leistungsaufwand zur Beschleunigung im Vergleich zu Linearbeschleunigern reduziert. Die Idee wurde zuerst von M. Tigner vorgeschlagen [1]. In einem ERL werden die Elektronen von der Quelle in die Beschleunigungsstrukturen geleitet und dann für z.B. minimalinvasive Teilchenphysik-Experimente [2] oder zur Erzeugung brillianter Strahlung genutzt [3]. Nach der Interaktion mit dem Experiment werden die Elektronen erneut mit einem Phasenvorschub von 180° in die Beschleunigungsstrukturen geleitet. Die Teilchen werden dadurch abgebremst und ihre kinetische Energie wird an das elektromagnetische Feld der Beschleunigerstrukturen zurückgegeben. Der Mainz Energy-recovering Superconducting Accelerator (MESA) wird zurzeit an der Johannes Gutenberg-Universität aufgebaut. Für Phase 1 von MESA wird ein Strahlstrom von 1mA viermal in zwei Kryomodulen bis auf eine Energie von 105MeV beschleunigt. 100MeV der Strahlenergie können zurückgewonnen werden und der Strahl wird bei 5MeV gestoppt. Dies führt zu einer signifikanten Einsparung von Anschlussleistung, benötigt aber supraleitende Beschleunigungsstrukturen, die bei 1,8K betrieben werden und hohe Güten aufweisen müssen, um die zur Beschleunigung notwendigen Feldstärken aufrecht zu erhalten. Für die zweite Phase von MESA ist Strahlbetrieb mit bis zu 10mA vorgesehen. Elektronenstrahlen mit hohem Strahlstrom stellen spezielle Anforderungen an die Strahldynamik, unter anderem durch Raumladung bei niedrigen Strahlenergien und durch das so genannte Beam Break Up (BBU), welches durch Dipol-Moden höherer Ordnung (Higher Order Modes (HOMs)) in den Beschleunigungsstrukturen ausgelöst wird. Die Messung der Moden höherer Ordnung, die am Helmholtz-Institut Mainz (HIM) durchgeführt wurde, ihr Einfluss auf die Strahldynamik und die Beschränkungen des maximalen Strahlstroms durch BBU werden in dieser Arbeit vorgestellt.","2020","2023-02-15 05:36:53","2024-12-11 03:25:22","","","","","","","","","","","","","Johannes Gutenberg-Universität Mainz","Mainz","en","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-mainz; #facility/mesa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJDDWNUH","thesis","2020","Stengler, Timo U.","Entwicklung eines supraleitenden Beschleunigermoduls für den rezirkulierenden Betrieb am Mainz Energy-Recovering Superconducting Accelerator (MESA)","","","","","https://openscience.ub.uni-mainz.de/handle/20.500.12030/4917","","2020","2023-02-15 05:36:53","2024-12-09 22:42:34","","","","","","","","","","","","","Johannes Gutenberg-Universität Mainz","","de","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-mainz; #facility/mesa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2XIQ8MN","thesis","2021","Matejcek, Christoph","Strahldynamik der Niederenergie-Strahlführung von MESA unter Berücksichtigung von Raumladung und Multipol-Beiträgen höherer Ordnung","","","","","https://openscience.ub.uni-mainz.de/handle/20.500.12030/5658","Auf der Suche nach neuen physikalischen Phänomenen in der Teilchenphysik und einer Erklärung astrophysikalischer Beobachtungen sind Experimente mit immer höherer Präzision und/oder Energie nötig. Damit bei hochpräzisen Streuexperimenten mithilfe von Beschleunigern innerhalb einer angemessenen Zeit die Messgrößen mit einem kleinen statistischen Fehler gemessen werden können, sind deutlich höhere Strahlintensitäten notwendig, als sich mit einem konventionellen Linearbeschleuniger erzielen lassen. Im Fall des geplanten Beschleunigers MESA in Mainz werden Ströme bis zu 10 mA angestrebt. Um die hohe Strahlleistung bereitzustellen und auch thermisch zu beherrschen, wird der Strahl nach dem Durchlauf des Experiments erneut durch die Beschleunigerstrukturen gelenkt, die dann abbremsend wirken, und der Großteil der Leistung so zurückgewonnen. Dieses Konzept des energierückgewinnenden Linearbeschleunigers (ERL) kann auch für eine neue Generation von Synchrotronstrahlungsquellen zur Material- und Grundlagenforschung eingesetzt werden. Die Qualität des Strahls, beschrieben durch die Emittanzen, ist im Wesentlichen durch die Elektronenquelle bestimmt. Deshalb gestaltet sich ein ERL auch deutlich flexibler als ein Speicherring, wo die Emittanz durch das Gleichgewicht zwischen Strahlungsdämpfung und diversen Heizeffekten festgelegt ist. Für eine gute Strahlqualität des geplanten ERL ist eine sorgfältige Auslegung der Elektronenquelle und der Niederenergiestrahlführung wichtig. Diese Arbeit umfasst die Auswahl der Strahlführungsmagnete, deren Simulation und Vermessung. Dasselbe trifft auf das für die longitudinale Strahlanpassung wichtige Choppersystem zu. Darüber hinaus wurde die gesamte Teststrahlführung simuliert und in Zusammenarbeit aufgebaut. Um Strahlen mit sehr kleiner Emittanz zu Kalibrierzwecken zu erzeugen, wurde ein neues Lasersystem installiert. Normierte Emittanzen epsilon ¡ 1 mm mrad sollen am Experiment zur Verfügung stehen. In Kombination mit den hohen Strahlströmen kommt es zu hohen Ladungsdichten und somit starken Raumladungskräften. Diese nicht linearen Kräfte führen zu einer ungewollten Vergrößerung der Emittanzen. Aufgrund der 1/γ³-Abhängigkeit sind diese Effekte besonders in der Niederenergiestrahlführung zu beachten. Die raumladungsbedingte Vergrößerung der Emittanzen wurde mithilfe der Simulationen der Strahlführung bestimmt und mit dem Experiment verglichen. Hinzu kommt das Emittanzwachstum durch ungewollte Multipolfelder. Deren Anteil kann mit Simulationen der modellierten Magnete bestimmt werden. Mit geeigneter Diagnose wurden an mehreren Orten entlang der Teststrahlführung die transversalen Strahleigenschaften bestimmt und anschließend mit den Ergebnissen der Simulationen verglichen. Somit konnte der starke Einfluss der Multipole nachgewiesen werden.","2021","2023-02-15 05:36:53","2024-12-11 03:23:51","","","154","","","","","","","","","","Johannes Gutenberg-Universität Mainz","Mainz","de","","Doctoral dissertation","","","","","DOI:  http://doi.org/10.25358/openscience-5654 fulltext-url: https://openscience.ub.uni-mainz.de/bitstream/20.500.12030/5658/1/matejcek_christoph-strahldynamik_-20210218135741640.pdf univertsity-catalog-url: https://openscience.ub.uni-mainz.de/handle/20.500.12030/5658","","","","#gender/male; #university/uni-mainz; #facility/mesa; #degree/dr.rer.nat.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G5UNUBBE","thesis","2016","Karavdina, Anastasia","Preparation for the accurate luminosity measurement by antiproton-proton elastic scattering and feasibility study for observation of hc hadronic decay modes at the PANDA experiment","","","","","https://openscience.ub.uni-mainz.de/handle/20.500.12030/4200","","2016","2023-02-15 05:36:53","2024-12-11 03:30:11","","","","","","","","","","","","","Johannes Gutenberg-Universität Mainz","","en","","Doctoral dissertation","","","","","","","","","#university/uni-mainz; #facility/fair/panda; #gender/female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43EUL3LG","thesis","2021","Heil, Philipp","Kohärente smith-purcell-strahlung zur minimal invasiven bunchlängenmessung im subpikosekundenbereich","","","","","https://openscience.ub.uni-mainz.de/bitstream/20.500.12030/5895/1/heil_philipp-kohärente_smit-20210504093102072.pdf","Um schnelle physikalische Prozesse aufzulösen, kommen kurze Teilchenpulse immer häufiger zur Anwendung. Auch für den Betrieb des Mainzer energierückgewinnenden Beschleunigers MESA sind kurze Elektronenpulse unerlässlich. Hier werden kurze Bunche benötigt, um den Teilchenstrahl ohne große Verluste beschleunigen zu können bzw. ihn an die Akzeptanz des Beschleunigers anzupassen. Es wurde ein Testapparat für MESA gebaut, welcher die ersten zehn Meter der späteren Niederenergiestrahlführung bei 100keV beinhaltete. Da hier unter anderem auch die longitudinale Präparation des Elektronenstrahles stattfindet, eignet sich dieser Aufbau zur Untersuchung der Länge der Teilchenpulse. Eine Diagnosemethode zur Bestimmung der Bunchlänge stellt Smith-Purcell-Strahlung (SPR)dar. SPR entsteht, wenn ein geladenes Teilchen nahe an einer periodischen metallischen Gitterstruktur vorbeifliegt. Die Strahlung hat einen kohärenten Anteil, der quadratisch mit dem Strahlstrom ansteigt und bei den hier auftretenden Bunchladungen von 0,77pC die Intensität um bis zu sechs Größenordnungen verstärkt, sobald die Bunchlänge des Elektronenstrahles kleiner ist als die Periode der Gitterstruktur. Verschiedene Gitter mit unterschiedlichen Gitterkonstanten werden neben dem Strahl positioniert, um so die Länge der Bunche zu bestimmen. Ein Vergleich mit der theoretisch erzeugten und experimentell bestimmten Leistung liefert hier noch genauere Ergebnisse. Die entstehende Strahlung im THz-Bereich wird mit Leistungen von wenigen pW bis zu maximal 30nW emittiert und in einem mit flüssigem Helium auf 4,2K gekühlten Bolometer nachgewiesen. Die Einstellung der Parameter des Systems zur longitudinalen Präparation des Teilchenstrahls (Bunchersystem) wird mit Hilfe dieses SPR-Signals zunächst grob vorgenommen und dann fein optimiert. Die Erzeugung von SPR erfolgt dabei minimal invasiv. Es wird gezeigt, dass es möglich ist, die Bunchlänge zu bestimmen und dabei weniger als 0,6% des Strahles zu verlieren, wobei mit einer genaueren Einstellung der Fokussier- und Ablenkmagnete auch Werte von deutlich unter 0,1% möglich wären. Diese Eigenschaft ermöglicht es auch, bei hohen Strahlströmen eine Bunchlängenmessung durchzuführen. Hier bewirkt eine gegenseitige Abstoßung der Elektronen eine Aufblähung des Bunches (Raumladung). Der Einfluss dieses Effekts wird reduziert, indem bei einer Live-Messung bei Strömen von bis zu 3mA die Hohlraumresonatoren des Bunchersystems nachgeregelt werden. Es zeigt sich, dass sich mit diesem System RMS-Bunchlängen von 70µm erzeugen lassen. Dabei entspricht die experimentelle Anordnung weitgehend den zu erwartenden Verhältnissen an MESA. Die durch die Akzeptanz des Beschleunigers von 1,7mm festgelegte Anforderung wird hierbei deutlich übertroffen.","2021","2023-02-15 05:36:53","2024-12-11 03:26:40","","","","","","","","","","","","","Johannes Gutenberg-Universität Mainz","Mainz","de","","Doctoral dissertation","","","","","item-url: http://doi.org/10.25358/openscience-5886 fulltext-url:","","","","#gender/male; #university/uni-mainz; #facility/mesa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7JMNIWQW","thesis","2019","Dehn, Monika","Transportprozesse in Photokathoden und ihr Beitrag zum longitudinalen Halo von Elektronenbeschleunigern","","","","","https://openscience.ub.uni-mainz.de/handle/20.500.12030/1204","","2019","2023-02-15 05:36:53","2024-12-11 03:30:44","","","","","","","","","","","","","Johannes Gutenberg-Universität Mainz","","de","","Doctoral dissertation","","","","","","","","","#university/uni-mainz; #gender/female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DYF3Q5Z9","thesis","2013","Dehn, Marco","Experimental investigation of the beam dynamics of the MESA photoinjector","","","","","https://openscience.ub.uni-mainz.de/handle/20.500.12030/3660","","2013","2023-02-15 05:36:53","2024-12-11 02:53:09","","","","","","","","","","","","","Johannes Gutenberg-Universität Mainz","","en","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-mainz; #facility/mesa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RH635FKP","thesis","2019","Bechthold, Victor","Untersuchung von Multi-Alkali-Verbindungen im Hinblick auf ihre Eignung zur Erzeugung hochbrillanter Elektronenpulse","","","","","https://openscience.ub.uni-mainz.de/handle/20.500.12030/4829","","2019","2023-02-15 05:36:53","2024-12-09 22:34:47","","","","","","","","","","","","","Johannes Gutenberg-Universität Mainz","","de","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-mainz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRU82DSP","thesis","2018","Alexander, Igor Constantin","Experimental investigation of the beam dynamics of the MESA photoinjector","","","","","https://openscience.ub.uni-mainz.de/handle/20.500.12030/1178","Das Institut für Kernphysik der Johannes Gutenberg-Universität Mainz baut einen neuen Beschleuniger mit der Bezeichnung “Mainz Energy-recovering Superconducting Accelerator” (MESA). MESA wird, ähnlich wie das bereits existierende Mainz Mikrotron (MAMI), ein rezirkulierender Beschleuniger sein, der einen c.w. Strahl mit einer Frequenz von 1,3 GHz liefern wird. Im sogenannten ERL Betrieb soll der mittlere Strahlstrom zunächst 1 mA betragen, was in einer weiteren Ausbaustufe auf 10 mA erhöht werden wird. Für einen zuverlässigen Betrieb des Beschleunigers ist die Strahlqualität entscheidend, die durch die Emittanz beschrieben wird. Die normierte Emittanz des Elektronenstrahls sollte epsilon_n < 1 mm mrad = 1 µm betragen und wird maßgeblich durch die Eigenschaften der Elektronenquelle deﬁniert. Durch die angestrebten Strahlströme von bis zu 10 mA in Verbindung mit einer Emittanz von epsilon_n,max = 1 µm können hohe Elektronendichten auftreten, welche durch die nichtlinearen Raumladungskräfte die Strahlqualität nachteilig beeinﬂussen. Deswegen ist eine geeignete Strahldiagnose unerlässlich, nicht zuletzt um die Eigenschaften der Elektronenquelle zu bestimmen, die sich aufgrund der Komplexität des Photoemissionsprozesses nur schwer modellieren lassen. Die vorliegende Arbeit beschäftigt sich mit Emittanzmessungen an niederenergetischen Elektronenstrahlen (100 keV) sowie der Messung der Elektronenpulslänge im Pikosekundenbereich. Für diesen Zweck wurde eine Teststrahlführung aufgebaut und die nötigen Diagnoseelemente wurden entwickelt und in Betrieb genommen. Die Strahldiagnoseeinheiten bestehen aus Leuchtschirmen und Drähten, mit denen Quadrupolscans ausgewertet werden können um eine Emittanzbestimmung durchzuführen. Zusätzlich sind auch noch Schlitzmasken verbaut, die eine Reduzierung der Raumladungskräfte während der Emittanzvermessung ermöglichen. Da die Strahldiagnoseelemente für den Betrieb an MESA konzipiert sind, werden diese unter realitätsnahen Bedingungen—wie sie auch später an MESA vorliegen—getestet. Anhand dieser Anforderungen wurde ein zuverlässiges Lasersystem aufgebaut und in Betrieb genommen. Das Lasersystem besteht aus zwei Laserdioden mit unterschiedlichen Wellenlängen und Pulseigenschaften. Dies ermöglicht es die Auswirkungen der zeitlichen Struktur der Bunche sowie der emittierenden Fläche auf die Entwicklung der Emittanz zu untersuchen. Im Rahmen dieser Arbeit konnten die Strahlparameter bis zu einem Strahlstrom von 2,4 mA bestimmt werden, was einer Bunchladung von 2 pC entspricht. Ein Deﬂektorresonator wurde verwendet, um die auftretenden Pulslängen zu charakterisieren. Die beobachteten Bunchlängen und Emittanzen für I_beam ≤ 1 mA sind ausreichend, um mit dem Betrieb von MESA zu beginnen. Die durchgeführten Messungen decken die Anforderungen für die erste Ausbaustufe von MESA ab. The Institute of Nuclear Physics at Johannes Gutenberg University Mainz is building a new accelerator called Mainz Energy-recovering Superconducting Accelerator (MESA). MESA will be a recirculating machine like the existing Mainz Microtron (MAMI) delivering a c.w. electron beam with a repetition rate of 1.3 GHz. In the ERL operating mode the average beam current should be 1 mA, and in a second stage increased up to 10 mA. The beam quality, which is described by the emittance, is very important for a reliable accelerator operation. The normalized emittance of the electron beam should be epsilon_n < 1 mm mrad = 1 µm. The desired beam currents of up to 10 mA in combination with an emittance of epsilon_n,max = 1 µm create high electron densities. The latter will act as a detrimental eﬀect on the beam quality due to nonlinear space charge forces. Therefore, diagnostic elements are very important, in particular to characterize the properties of the electron source, since they are diﬃcult to simulate because of the complexity of photoemission. The thesis describes emittance measuring methods for low-energy electron beams (100 keV) and investigations of their temporal distribution in the picosecond regime. A diagnostic test beam line has been built, and the diagnostic elements have been designed and put into action. The diagnostic elements consist of screens and wires to perform quadrupole scans for the emittance determination. In addition, slit masks are installed, which allow to reduce space charge eﬀects during the emittance determination. Furthermore, a reliable laser system which allows to simulate the operating parameters of MESA has been constructed and commissioned. The laser system contains two diﬀerent laser diodes with diﬀerent wavelengths and enables to investigate the eﬀect of the temporal bunch structure and the emitter area on the evolution of the emittance within the low-energy beam transport system. The electron beam parameters could be determined up to a current of about 2.4 mA, which corresponds to a bunch charge of approximately 2 pC. A circular deﬂecting cavity was employed to characterize the bunch length of the electron pulses. With the existing electron source satisfying bunchlengths and emittances have been observed at I_beam ≤ 1 mA, which is suﬃcient to start MESA operations. The experiments performed cover the requirements for MESA stage-1.","2018","2023-02-15 05:36:53","2024-12-11 03:21:19","","","","","","","","","","","","","Johannes Gutenberg-Universität Mainz","","en","","Doctoral dissertation","","","","","","","","","#gender/male; #university/uni-mainz; #facility/mesa; #degree/dr.rer.nat.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KKQLKVZK","thesis","2018","Völker, Jens","Development of a compact test facility for SRF Photoelectron injectors","","","","","https://doi.org/10.18452/19322","","2018","2023-02-15 05:36:53","2024-12-09 22:54:49","","","","","","","","","","","","","Humboldt-Universität zu Berlin","","en","","Doctoral dissertation","","","","","","","","","#gender/male; #university/hu-berlin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IFTYLNXQ","thesis","2016","Tydecks, Tobias","A robinson wiggler for the metrology light source","","","","","http://doi.org/10.18452/17639","","2016","2023-02-15 05:36:53","2024-12-09 22:54:48","","","","","","","","","","","","","Humboldt-Universität zu Berlin","","en","","Doctoral dissertation","","","","","","","","","#gender/male; #university/hu-berlin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
