id,meta.reviewStatus,meta.reviewedBy,meta.changelog,meta.rootId,meta.parentId,label.fullName.de,label.fullName.en,label.short.de,label.short.en,definition.de,definition.en
/funding-program/bmbf/erum/erum-transfer,01: in preparation,,,/funding-program/,/funding-program/bmbf/erum/,Aktionsplan ErUM-Transfer,Action Plan ErUM-Transfer,,,"ErUM-Aktionsplan mit dem Ziel, das Potenzial neuer Erkenntnisse und Technologien aus der naturwissenschaftlichen Grundlagenforschung an Forschungsinfrastrukturen für Wirtschaft und Gesellschaft zu erschließen. Der Charakter der Neugier getriebenen Grundlagenforschung soll dabei erhalten bleiben.",
/funding-program/dfg-funding-program/,01: in preparation,,,/funding-program/,/funding-program/,Förderprogramme der Deutschen Forschungsgemeinschaft (DFG),Funding programmes by the German Research Foundation (DFG),DFG-Förderprogramme,,,
/funding-program/dfg-funding-program/cluster-of-excellence,01: in preparation,,,/funding-program/,/funding-program/dfg-funding-program/,Exzellenzcluster,Clusters Of Excellence,,,,
/funding-program/dfg-funding-program/research-training-groups,01: in preparation,,,/funding-program/,/funding-program/dfg-funding-program/,Graduiertenkollegs,Research Training Groups (Graduiertenkolleg),,,Graduiertenkollegs sind von der DFG geförderte Programme der Hochschulen zur Unterstützung des wissenschaftlichen Nachwuchses. Sie konzentrieren sich auf die Qualifizierung von Promovierenden im Rahmen eines fokussierten Forschungsprogramms und einer strukturierten Ausbildungsstrategie.,Research Training Groups are DFG-funded  programmes set up by universities to support young researchers. They focus on the qualification of doctoral researchers within the framework of a focused research programme and a structured training strategy.
/funding-program/eu/,01: in preparation,,,/funding-program/,/funding-program/,Förderprogramme der Europäischen Union,Funding programmes by the European Union,,,,
/funding-program/eu/fp6,01: in preparation,,,/funding-program/,/funding-program/eu/,6. Forschungsrahmenprogramm der EU,6th EU Framework Programme For Research,FP6,FP6,,
/funding-program/eu/fp7,01: in preparation,,,/funding-program/,/funding-program/eu/,7. Forschungsrahmenprogramm der EU,7th EU Framework Programme For Research,FP7,FP7,,
/funding-program/eu/horizon-2020,01: in preparation,,,/funding-program/,/funding-program/eu/,Horizont 2020,Horizon 2020,,,"Horizont 2020 (2013 bis 2020) war das erste Rahmenprogramm für Forschung und Innovation. Es markiert einen Paradigmenwechsel hin zu einer wesentlich stärkeren Innovationsorientierung der Rahmenprogramme. Horizont 2020 deckt die gesamte Innovationskette ab: Von den ersten Ideen für die Grundlagenforschung bis hin zu fertig entwickelten neuartigen Produkten, Dienstleistungen und Verfahren für Markt und Gesellschaft bietet Horizont 2020 auf europäischer Ebene eine Vielzahl von effektiven Förder- und Unterstützungsmaßnahmen und schafft damit die besten Voraussetzungen für Innovationen.",
/funding-program/eu/horizon-europe,01: in preparation,,,/funding-program/,/funding-program/eu/,Horizont Europa,Horizon Europe,,,"Horizont Europa (2021 bis 2027) ist das aktuelle Rahmenprogramm für Forschung und Innovation. Es gilt als das neunte Forschungsrahmenprogramm und es ist das zweite, das auch den Begriff Innovation im Titel trägt. Es ist das weltweit größte Einzelförderprogramm für Forschung und Innovation.",
/funding-program/hgf/,01: in preparation,,,/funding-program/,/funding-program/,Förderprogramme der Helmholtz-Gemeinschaft,by the Helmholtz Association,Helmholtz Förderprogramme,Helmholtz funding programmes,,
/funding-program/hgf/pof,01: in preparation,,,/funding-program/,/funding-program/hgf/,Programmorientierte Förderung (PoF) der Helmholtz-Gemeinschaft,Helmholtz Association's Programme-Oriented Funding (Pof),HGF-PoF,HGF-PoF,"In der Programmorientierten Förderung der Helmholtz-Gemeinschaft (PoF) konkurrieren zentrenübergreifende Forschungsprogramme um Fördermittel. Die Beschleunigerforschung der insgesamt sieben in diesem Bereich aktiven Zentren ist im Programm ""Materie und Technologien"" gebündelt. 


","In the Helmholtz Association's programme-oriented funding (PoF), cross-centre research programmes compete for funding. The accelerator research of the seven centres active in this field is bundled in the ‘Matter and Technologies’ programme. "
/information-content-entity/,01: in preparation,,,/,/,Publikationstypen,Publication Types,,,,
/information-content-entity/database,01: in preparation,,,/information-content-entity/,/information-content-entity/,Datenbank,Databases,,,,
/information-content-entity/report/,01: in preparation,,,/information-content-entity/,/information-content-entity/,Bericht,Reports,,,,
/information-content-entity/report/annual-report,01: in preparation,,,/information-content-entity/,/information-content-entity/report/,Jahresbericht,Annual Reports,,,,
/information-content-entity/report/design-report/,01: in preparation,,,/information-content-entity/,/information-content-entity/report/,Bericht über den Gestaltungsplan,Design Reports,,,,
/information-content-entity/report/design-report/conceptual-design-report,01: in preparation,,,/information-content-entity/,/information-content-entity/report/,Bericht über den konzeptionellen Gestaltungsplan,Conceptual Design Reports,,,,
/information-content-entity/report/design-report/technical-design-report,01: in preparation,,,/information-content-entity/,/information-content-entity/report/,Bericht über den technischen Gestaltungsplan,Technical Design Reports,,,,
/information-content-entity/repository,01: in preparation,,,/information-content-entity/,/information-content-entity/,Repository,Repositories,,,,"A repository, often abbreviated as ""repo"", is a centralized digital storage location used to store, manage, and organize various types of data, files, and resources. "
/information-content-entity/strategies-and-roadmaps,01: in preparation,,,/information-content-entity/,/information-content-entity/,Strategien und Roadmaps,Strategies And Roadmaps,,,,
/information-content-entity/strategy-workshop-contributions,01: in preparation,,,/information-content-entity/,/information-content-entity/,Beiträge zum Strategie-Workshop,Strategy Workshop Contributions,,,,
/information-content-entity/thesis/,01: in preparation,,,/information-content-entity/,/information-content-entity/,Abschlussarbeit,Theses,,,,
/information-content-entity/thesis/bachelor-thesis,01: in preparation,,,/information-content-entity/,/information-content-entity/thesis/,Bachelorarbeit,Bachelor's Theses,,,,
/information-content-entity/thesis/doctoral-thesis,01: in preparation,,,/information-content-entity/,/information-content-entity/thesis/,Doktorarbeit,Doctoral Dissertations,,,,
/information-content-entity/thesis/doctoral-thesis/dr.-ing.,01: in preparation,,,/information-content-entity/,/information-content-entity/thesis/doctoral-thesis,Doktorarbeit (Dr.-Ing.),Doctoral Dissertations (Dr.-Ing.),,,,
/information-content-entity/thesis/doctoral-thesis/dr.rer.nat.,01: in preparation,,,/information-content-entity/,/information-content-entity/thesis/doctoral-thesis,Doktorarbeit (Dr. rer. nat.),Doctoral Dissertations (Dr. Rer. Nat.),,,,
/information-content-entity/thesis/doctoral-thesis/phd,01: in preparation,,,/information-content-entity/,/information-content-entity/thesis/doctoral-thesis,Doktorarbeit (PhD),Doctoral Dissertations (Phd),,,,
/information-content-entity/thesis/master-thesis,01: in preparation,,,/information-content-entity/,/information-content-entity/thesis/,Masterarbeit,Master's Theses,,,,
/information-content-entity/website,01: in preparation,,,/information-content-entity/,/information-content-entity/,Webpräsenz,Websites,,,,
/organization/,01: in preparation,,,/,/,Organisation,Organizations,,,,
/organization/committee,01: in preparation,,,/organization/,/organization/,Komitee,Committees,,,"Gruppe von Personen, die von einer Organisation einberufen wird, um gemeinsam an bestimmten Aufgaben, Projekten oder Empfehlungen zu arbeiten. ","Group of people appointed by an organisation to work together on specific tasks, projects or recommendations. "
/organization/committee/erum-committee,01: in preparation,,,/organization/,/organization/committee,ErUM-Komitee,ErUM Committees,,,,
/organization/consortium,01: in preparation,,,/organization/,/organization/,Konsortium,Consortia,,,,
/organization/formal-organization,01: in preparation,,,/organization/,/organization/,Formale Organisation,Formal Organizations,,,,
/organization/formal-organization/department,01: in preparation,,,/organization/,/organization/formal-organization,Abteilung,Departments,,,,
/organization/formal-organization/sub-department,01: in preparation,,,/organization/,/organization/formal-organization/department,Unterabeilung,Sub Departments,,,,
/organization/funding-orgainzation,01: in preparation,,,/organization/,/organization/,Forschungsförderer,Research Funders,,,,
/organization/research-institution,01: in preparation,,,/organization/,/organization/,Forschungseinrichtung,Research Institutions,,,,
/organization/university,01: in preparation,,,/organization/,/organization/,Universität,Universities,,,,
/organization/working-group,01: in preparation,,,/organization/,/organization/,Arbeitsgruppe,Working Groups,,,,
/person/,01: in preparation,,,/,/,Person,Persons,,,,
/person/gender/,01: in preparation,,,/person/,/person/,Geschlechtsidentität,Genders,,,,
/person/gender/female,01: in preparation,,,/person/,/person/gender/,weiblich,Female,,,,
/person/gender/male,01: in preparation,,,/person/,/person/gender/,männlich,Male,,,,
/person/gender/non-binary,01: in preparation,,,/person/,/person/gender/,nichtbinär,Non-Binary,,,,
/project/,01: in preparation,,,/,/,Projekt,Projects,,,,
/research-topic/,01: in preparation,,,/,/,Forschungsthemen,Research Topics,,,,
/research-topic/green-transformation,01: in preparation,,,/research-topic/,/research-topic/,Grüne Transformation,Sustainability,,,,
/research-topic/magnets,01: in preparation,,,/research-topic/,/research-topic/,Magnete,Magnets,,,,
/research-topic/magnets/superconducting,01: in preparation,,,/research-topic/,/research-topic/,Supraleitende Magnete,Superconducting,,,,
/research-topic/plasma-acceleration,01: in preparation,,,/research-topic/,/research-topic/,Plasmabasierte Beschleunigung,Plasma Acceleration,,,,
/strategic-issue/,01: in preparation,,,/,/,Strategische Themen,Stratic Issues,,,,
/teaching/,01: in preparation,,,/,/,Lehre,Teaching,,,,
/teaching/study-programme/,01: in preparation,,,/teaching/,/teaching/,Studiengang,Study Programmes,,,,
/teaching/study-programme/bachelor-degree-programme,01: in preparation,,,/teaching/,/teaching/study-programme/,Bachelorstudiengang,Bachelor's Degree Programmes,,,,
/teaching/study-programme/doctoral-programme,01: in preparation,,,/teaching/,/teaching/study-programme/,Masterstudiengang,Doctoral Programmes,,,,
/teaching/study-programme/doctoral-programme/graduiertenkolleg,01: in preparation,,,/teaching/,/teaching/study-programme/,Graduiertenkolleg,Research Training Group,,,"Graduiertenkollegs sind von der DFG finanziell geförderte Einrichtungen der Hochschulen zur frühzeitigen Nachwuchsförderung. Im Mittelpunkt steht die Qualifizierung von Promovierenden im Rahmen eines thematisch fokussierten Forschungsprogramms und eines strukturierten Qualifizierungskonzepts. Eine interdisziplinäre Ausrichtung der Graduiertenschulen ist erwünscht. Ziel ist es, die Promovierenden intensiv auf den komplexen wissenschaftlichen Arbeitsmarkt vorzubereiten und gleichzeitig ihre frühe wissenschaftliche Selbstständigkeit zu unterstützen.",Research Training Groups (Graduiertenkolleg) are university institutions funded by the DFG for the early promotion of young researchers. The focus is on the qualification of doctoral students within the framework of a thematically focused research programme and a structured qualification concept. An interdisciplinary orientation of the graduate schools is desirable. The aim is to prepare doctoral students intensively for the complex academic labour market and at the same time to support their early academic independence.
/teaching/study-programme/doctoral-programme/graduiertenschule,01: in preparation,,,/teaching/,/teaching/study-programme/,Graduiertenschule,Graduate School,,,"Graduiertenkollegs sind von der DFG finanziell geförderte Einrichtungen der Hochschulen zur frühzeitigen Nachwuchsförderung. Im Mittelpunkt steht die Qualifizierung von Promovierenden im Rahmen eines thematisch fokussierten Forschungsprogramms und eines strukturierten Qualifizierungskonzepts. Eine interdisziplinäre Ausrichtung der Graduiertenschulen ist erwünscht. Ziel ist es, die Promovierenden intensiv auf den komplexen wissenschaftlichen Arbeitsmarkt vorzubereiten und gleichzeitig ihre frühe wissenschaftliche Selbstständigkeit zu unterstützen.",Research Training Groups (Graduiertenkolleg) are university institutions funded by the DFG for the early promotion of young researchers. The focus is on the qualification of doctoral students within the framework of a thematically focused research programme and a structured qualification concept. An interdisciplinary orientation of the graduate schools is desirable. The aim is to prepare doctoral students intensively for the complex academic labour market and at the same time to support their early academic independence.
/teaching/study-programme/master-degree-programme,01: in preparation,,,/teaching/,/teaching/study-programme/,Masterstudiengang,Master's Degree Programme,,,,
/teaching/teaching-event/,01: in preparation,,,/teaching/,/teaching/,Lehrveranstaltung,Teaching Events,,,,
/teaching/teaching-event/block,01: in preparation,,,/teaching/,/teaching/teaching-event/,Blockveranstaltung,Block Course,,,,
/teaching/teaching-event/tutorial,01: in preparation,,,/teaching/,/teaching/teaching-event/,Übung,Tutorial,,,,
/teaching/teaching-event/laboratory,01: in preparation,,,/teaching/,/teaching/teaching-event/,Labor-Praktikum,Laboratory Practical Course,,,,
/teaching/teaching-event/lecture,01: in preparation,,,/teaching/,/teaching/teaching-event/,Vorlesung,Lecture,,,,
/teaching/teaching-event/seminar,01: in preparation,,,/teaching/,/teaching/teaching-event/,Seminar,Seminars,,,,
/teaching/teaching-event/proseminar,01: in preparation,,,/teaching/,/teaching/teaching-event/,Proseminar,Proseminar,,,,
