id,review.status,review.reviewer,review.log,hasParent,term.de,term.en,synonyms.de,synonyms.en,definition.de,definition.en,isDomainSpecific,references
/funding-program/bmbf/,01: in preparation,,,/funding-program/,Förderprogramme des Bundesministeriums für Bildung und Forschung,Funding Program Of The German Ministry Of Education And Research,BMBF-Programme,BMBF Programmes,,,false,
/funding-program/bmbf/erum/,01: in preparation,,,/funding-program/bmbf/,BMBF-Rahmenprogramm zur Erforschung von Universum und Materie,Bmbf Framework Program For Research On The Universe And Matter (Erum),Rahmenprogramm ErUM,Framework programme ErUM,,,false,
/funding-program/bmbf/erum/erum-data,01: in preparation,,,/funding-program/bmbf/erum/,Aktionsplan ErUM-Data,Action Plan,,,"ErUM-Aktionsplan mit dem Ziel, das Potenzial von Daten und Digitalisierung bei der Erforschung von Universum und Materie an Forschungsinfrastrukturen voll auszuschöpfen. Der Fokus liegt auf der interdisziplinären Entwicklung und dem Transfer von digitalen Werkzeugen und Kompetenzen.",,false,
/funding-program/bmbf/erum/erum-pro,01: in preparation,,,/funding-program/bmbf/erum/,Aktionsplan ErUM-Pro,Action Plan Erum-Pro,,,"ErUM-Aktionsplan für die Projektförderung zur Vernetzung von Hochschulen, Forschungsinfrastrukturen und Gesellschaft",,false,
/funding-program/bmbf/erum/erum-transfer,01: in preparation,,,/funding-program/bmbf/erum/,Aktionsplan ErUM-Transfer,Action Plan Erum-Transfer,,,"ErUM-Aktionsplan mit dem Ziel, das Potenzial neuer Erkenntnisse und Technologien aus der naturwissenschaftlichen Grundlagenforschung an Forschungsinfrastrukturen für Wirtschaft und Gesellschaft zu erschließen. Der Charakter der Neugier getriebenen Grundlagenforschung soll dabei erhalten bleiben.",,false,
/funding-program/dfg-funding-program/,01: in preparation,,,/funding-program/,Förderprogramme der Deutschen Forschungsgemeinschaft (DFG),Funding Program Of The German Research Foundation (Dfg),DFG-Förderprogramme,,,,false,
/funding-program/dfg-funding-program/cluster-of-excellence,01: in preparation,,,/funding-program/dfg-funding-program/,Exzellenzcluster,Cluster Of Excellence,,,,,false,
/funding-program/dfg-funding-program/research-training-groups,01: in preparation,,,/funding-program/dfg-funding-program/,Graduiertenkolleg,Research Training Group,,,Graduiertenkollegs sind von der DFG geförderte Programme der Hochschulen zur Unterstützung des wissenschaftlichen Nachwuchses. Sie konzentrieren sich auf die Qualifizierung von Promovierenden im Rahmen eines fokussierten Forschungsprogramms und einer strukturierten Ausbildungsstrategie.,Research Training Groups are DFG-funded  programmes set up by universities to support young researchers. They focus on the qualification of doctoral researchers within the framework of a focused research programme and a structured training strategy.,false,
/funding-program/eu/,01: in preparation,,,/funding-program/,Förderprogramme der Europäischen Union,Funding Program Of The European Union,,,,,false,
/funding-program/eu/fp6,01: in preparation,,,/funding-program/eu/,6. EU-Forschungsrahmenprogramm,6th Eu Research Framework Program,FP6,FP6,,,false,
/funding-program/eu/fp7,01: in preparation,,,/funding-program/eu/,7. EU-Forschungsrahmenprogramm,7th Eu Research Framework Program,FP7,FP7,,,false,
/funding-program/eu/horizon-2020,01: in preparation,,,/funding-program/eu/,Horizont 2020,Horizon 2020,,,"Horizont 2020 (2013 bis 2020) war das erste Rahmenprogramm für Forschung und Innovation. Es markiert einen Paradigmenwechsel hin zu einer wesentlich stärkeren Innovationsorientierung der Rahmenprogramme. Horizont 2020 deckt die gesamte Innovationskette ab: Von den ersten Ideen für die Grundlagenforschung bis hin zu fertig entwickelten neuartigen Produkten, Dienstleistungen und Verfahren für Markt und Gesellschaft bietet Horizont 2020 auf europäischer Ebene eine Vielzahl von effektiven Förder- und Unterstützungsmaßnahmen und schafft damit die besten Voraussetzungen für Innovationen.",,false,
/funding-program/eu/horizon-europe,01: in preparation,,,/funding-program/eu/,Horizont Europa,Horizon Europe,,,"Horizont Europa (2021 bis 2027) ist das aktuelle Rahmenprogramm für Forschung und Innovation. Es gilt als das neunte Forschungsrahmenprogramm und es ist das zweite, das auch den Begriff Innovation im Titel trägt. Es ist das weltweit größte Einzelförderprogramm für Forschung und Innovation.",,false,
/funding-program/hgf/,01: in preparation,,,/funding-program/,Förderprogramme der Helmholtz-Gemeinschaft,By The Helmholtz Association,Helmholtz Förderprogramme,Helmholtz funding programmes,,,false,
/funding-program/hgf/pof,01: in preparation,,,/funding-program/hgf/,Programmorientierte Förderung (PoF) in der Helmholtz-Gemeinschaft,Program Oriented Funding (Pof) Of The Helmholtz Association,HGF-PoF,HGF-PoF,"In der Programmorientierten Förderung der Helmholtz-Gemeinschaft (PoF) konkurrieren zentrenübergreifende Forschungsprogramme um Fördermittel. Die Beschleunigerforschung der insgesamt sieben in diesem Bereich aktiven Zentren ist im Programm ""Materie und Technologien"" gebündelt. 


","In the Helmholtz Association's programme-oriented funding (PoF), cross-centre research programmes compete for funding. The accelerator research of the seven centres active in this field is bundled in the ‘Matter and Technologies’ programme. ",false,
/information-content-entity/,01: in preparation,,,,Publikationstyp,Publication Type,,,,,false,
/information-content-entity/database,01: in preparation,,,/information-content-entity/,Datenbank,Database,,,,,false,
/information-content-entity/report/,01: in preparation,,,/information-content-entity/,Bericht,Reports,,,,,false,
/information-content-entity/report/annual-report,01: in preparation,,,/information-content-entity/report/,Jahresbericht,Annual Report,,,,,false,
/information-content-entity/report/design-report/,01: in preparation,,,/information-content-entity/report/,Bericht zum Konzept,Design Report,,,,,false,
/information-content-entity/report/design-report/conceptual-design-report,01: in preparation,,,/information-content-entity/report/,Bericht zum konzeptionellen Gestaltungsplan,Conceptual Design Report,,,,,false,
/information-content-entity/report/design-report/technical-design-report,01: in preparation,,,/information-content-entity/report/,Bericht zum technischen Gestaltungsplan,Technical Design Report,,,,,false,
/information-content-entity/repository,01: in preparation,,,/information-content-entity/,Repository,Repository,,,,"A repository, often abbreviated as ""repo"", is a centralized digital storage location used to store, manage, and organize various types of data, files, and resources. ",false,
/information-content-entity/strategies-and-roadmaps,01: in preparation,,,/information-content-entity/,Strategie und/oder Roadmap,Strategy And/Or Roadmap,,,,,false,
/information-content-entity/strategy-workshop-contributions,01: in preparation,,,/information-content-entity/,Beitrag zum Strategieworkshop,Strategy Workshop Paper,,,,,false,
/information-content-entity/thesis/,01: in preparation,,,/information-content-entity/,Abschlussarbeit,Thesis,,,,,false,
/information-content-entity/thesis/bachelor-thesis,01: in preparation,,,/information-content-entity/thesis/,Bachelor-Arbeit,Bachelor Thesis,,,,,false,
/information-content-entity/thesis/doctoral-thesis,01: in preparation,,,/information-content-entity/thesis/,Doktorarbeit,Doctoral Thesis,,,,,false,
/information-content-entity/thesis/doctoral-thesis/dr.-ing.,01: in preparation,,,/information-content-entity/thesis/doctoral-thesis,Doktorarbeit (Dr.-Ing.),Doctoral Thesis (Dr.-Ing.),,,,,false,
/information-content-entity/thesis/doctoral-thesis/dr.rer.nat.,01: in preparation,,,/information-content-entity/thesis/doctoral-thesis,Dissertation (Dr. rer. nat.),Doctoral Dissertation (Dr. Rer. Nat.),,,,,false,
/information-content-entity/thesis/doctoral-thesis/phd,01: in preparation,,,/information-content-entity/thesis/doctoral-thesis,Doktorarbeit (PhD),Doctoral Thesis (Phd),,,,,false,
/information-content-entity/thesis/master-thesis,01: in preparation,,,/information-content-entity/thesis/,Masterarbeit,Masters Thesis,,,,,false,
/information-content-entity/website,01: in preparation,,,/information-content-entity/,Web-Präsenz,Web Page,,,,,false,
/organization/,01: in preparation,,,,Organisation,Organization,,,,,false,
/organization/committee,01: in preparation,,,/organization/,Komitee,Committee,,,"Gruppe von Personen, die von einer Organisation einberufen wird, um gemeinsam an bestimmten Aufgaben, Projekten oder Empfehlungen zu arbeiten. ","Group of people appointed by an organisation to work together on specific tasks, projects or recommendations. ",false,
/organization/committee/erum-committee,01: in preparation,,,/organization/committee,ErUM-Komitee,Erum Committee,,,,,false,
/organization/consortium,01: in preparation,,,/organization/,Konsortium,Consortium,,,,,false,
/organization/formal-organization,01: in preparation,,,/organization/,Formale Organisation,Formal Organization,,,,,false,
/organization/formal-organization/department,01: in preparation,,,/organization/formal-organization,Abteilung,Department,,,,,false,
/organization/formal-organization/sub-department,01: in preparation,,,/organization/formal-organization/department,Unterabteilung,Sub-Department,,,,,false,
/organization/funding-orgainzation,01: in preparation,,,/organization/,Forschungsförderer,Research Funder,,,,,false,
/organization/research-institution,01: in preparation,,,/organization/,Forschungseinrichtung,Research Institution,,,,,false,
/organization/university,01: in preparation,,,/organization/,Universität,University,,,,,false,
/organization/working-group,01: in preparation,,,/organization/,Arbeitsgruppe,Working Group,,,,,false,
/person/,01: in preparation,,,,Person,Person,,,,,false,
/person/gender/,01: in preparation,,,/person/,Geschlecht,Gender,,,,,false,
/person/gender/female,01: in preparation,,,/person/gender/,weiblich,Female,,,,,false,
/person/gender/male,01: in preparation,,,/person/gender/,männlich,Male,,,,,false,
/person/gender/non-binary,01: in preparation,,,/person/gender/,nicht-binär,Non-Binary,,,,,false,
/project/,01: in preparation,,,,Projekt,Project,,,,,false,
/accelerator-research-topic/,01: in preparation,,,,Themen der Beschleunigerforschung,Accelerator Research Topic,,,,,true,
/accelerator-research-topic/green-transformation,01: in preparation,,,/accelerator-research-topic/,Grüne Transformation,Green Transformation,,,,,true,
/accelerator-research-topic/magnets,01: in preparation,,,/accelerator-research-topic/,Magnete,Magnet,,,,,true,
/accelerator-research-topic/magnets/superconducting,01: in preparation,,,/accelerator-research-topic/,Supraleitende Magnete,Superconducting,,,,,true,
/accelerator-research-topic/plasma-acceleration,01: in preparation,,,/accelerator-research-topic/,Plasmabasierte Beschleunigung,Plasma Acceleration,,,,,true,
/strategic-issue/,01: in preparation,,,,Strategisches Thema,Strategic Issue,,,,,false,
/academic-teaching/,01: in preparation,,,,Akademische Lehre,Academic Teaching,,,,,false,
/academic-teaching/academic-study-programme/,01: in preparation,,,/academic-teaching/,Studiengang,Study Program,,,,,false,
/academic-teaching/academic-study-programme/bachelor-degree-programme,01: in preparation,,,/academic-teaching/academic-study-programme/,Bachelor-Studiengang,Undergraduate Program,Bachelor,Bachelor,,,false,
/academic-teaching/academic-study-programme/doctoral-programme,01: in preparation,,,/academic-teaching/academic-study-programme/,Doktorat,Doctoral Program,Promotion,Doctorate,,,false,
/academic-teaching/academic-study-programme/doctoral-programme/graduiertenkolleg,01: in preparation,,,/academic-teaching/academic-study-programme/doctoral-programme,Graduiertenkolleg,Research Training Group,,,"Graduiertenkollegs sind von der DFG finanziell geförderte Einrichtungen der Hochschulen zur frühzeitigen Nachwuchsförderung. Im Mittelpunkt steht die Qualifizierung von Promovierenden im Rahmen eines thematisch fokussierten Forschungsprogramms und eines strukturierten Qualifizierungskonzepts. Eine interdisziplinäre Ausrichtung der Graduiertenschulen ist erwünscht. Ziel ist es, die Promovierenden intensiv auf den komplexen wissenschaftlichen Arbeitsmarkt vorzubereiten und gleichzeitig ihre frühe wissenschaftliche Selbstständigkeit zu unterstützen.",Research Training Groups (Graduiertenkolleg) are university institutions funded by the DFG for the early promotion of young researchers. The focus is on the qualification of doctoral students within the framework of a thematically focused research programme and a structured qualification concept. An interdisciplinary orientation of the graduate schools is desirable. The aim is to prepare doctoral students intensively for the complex academic labour market and at the same time to support their early academic independence.,false,
/academic-teaching/academic-study-programme/doctoral-programme/graduiertenschule,01: in preparation,,,/academic-teaching/academic-study-programme/doctoral-programme,Graduiertenkolleg,Graduate School,,,"Graduiertenkollegs sind von der DFG finanziell geförderte Einrichtungen der Hochschulen zur frühzeitigen Nachwuchsförderung. Im Mittelpunkt steht die Qualifizierung von Promovierenden im Rahmen eines thematisch fokussierten Forschungsprogramms und eines strukturierten Qualifizierungskonzepts. Eine interdisziplinäre Ausrichtung der Graduiertenschulen ist erwünscht. Ziel ist es, die Promovierenden intensiv auf den komplexen wissenschaftlichen Arbeitsmarkt vorzubereiten und gleichzeitig ihre frühe wissenschaftliche Selbstständigkeit zu unterstützen.",Research Training Groups (Graduiertenkolleg) are university institutions funded by the DFG for the early promotion of young researchers. The focus is on the qualification of doctoral students within the framework of a thematically focused research programme and a structured qualification concept. An interdisciplinary orientation of the graduate schools is desirable. The aim is to prepare doctoral students intensively for the complex academic labour market and at the same time to support their early academic independence.,false,
/academic-teaching/academic-study-programme/master-degree-programme,01: in preparation,,,/academic-teaching/academic-study-programme/,Masterstudiengang,Master Program,Master,Master,,,false,
/academic-teaching/academic-teaching-event/,01: in preparation,,,/academic-teaching/,Lehrveranstaltung,Teaching Event,,,Unterrichtseinheit im Rahmen eines  Studiums an einer Universität oder Hochschule,,false,
/academic-teaching/academic-teaching-event/block,01: in preparation,,,/academic-teaching/academic-teaching-event/,Blocklehrveranstaltung,Block Course,,,"Lehrveranstaltung, die sich nicht über ein ganzes Semester erstreckt, sondern in einem zusammenhängenden Zeitraum von einigen Tagen, seltener einigen Wochen stattfindet.","Teaching event that does not extend over an entire semester, but takes place over a continuous period of a few days, or in rare cases a few weeks.",false,
/academic-teaching/academic-teaching-event/lecture-exercise,01: in preparation,,,/academic-teaching/academic-teaching-event/,Übung zur Vorlesung,Lecture Exercise,Übung,Exercise,"Lehrveranstaltung, die den Inhalt einer Vorlesung bei der Lösung von Problemstellungen anwendet.",Teaching event in which the solution of assignments (usually in conjunction with a lecture) is presented.,false,
/academic-teaching/academic-teaching-event/laboratory-practical,01: in preparation,,,/academic-teaching/academic-teaching-event/,Laborpraktikum,Lab Practical,Praktikum,Lab,Lehrveranstaltung zur Vermittlung praktischer Kenntnisse und Erfahrungen im Labor,Teaching event to acquire practical knowledge and experience in the laboratory,false,
/academic-teaching/academic-teaching-event/lecture,01: in preparation,,,/academic-teaching/academic-teaching-event/,Vorlesung,Lecture,,,Lehrveranstaltung in Form eines (folien- oder tafelgestützten) Vortrages,Teaching event in the form of a (slide or board-based) oral presentation,false,
/academic-teaching/academic-teaching-event/seminar,01: in preparation,,,/academic-teaching/academic-teaching-event/,Seminar,Seminar,,,Lehrveranstaltung mit aktiver Beteiligung der Teilnehmenden,Teaching event with active engagement of the participants,false,
/academic-teaching/academic-teaching-event/proseminar,01: in preparation,,,/academic-teaching/academic-teaching-event/seminar,Proseminar,Undergraduate Seminar,,,Seminar für Bachelor-Studierende,Seminar for bachelor students,false,
/academic-teaching/academic-teaching-event/hauptseminar,01: in preparation,,,/academic-teaching/academic-teaching-event/seminar,Hauptseminar,Graduate Seminar,,,Seminar für Masterstudierende,Seminar for master students,false,
/academic-teaching/academic-teaching-event/excursion,01: in preparation,,,/academic-teaching/academic-teaching-event/,Exkursion,Field Trip,,,Lehrveranstaltung in Form der Besichtigung eines Betriebes oder einer Forschungseinrichtung,Teaching event in the form of a company or research facility visit,false,
/accelerator/erl,01: in preparation,,,/accelerator/,Linearbeschleuniger mit Energierückgewinnung,Energy Recovery Linac,,,,,true,
/accelerator/microtron/circular-microtron,01: in preparation,,,/accelerator/microtron,Kreismikrotron,Circular Microtron,,,"Ein Mikrotron, das mit einem einzigen großen Magneten Teilchenbahnen aus immer größer werdenden Kreisen erzeugt.",A microtron that uses a single large magnet to create particle paths made up of ever-larger circles.,true,
/accelerator/microtron/racetrack-microtron,01: in preparation,,,/accelerator/microtron,Rennbahn-Mikrotron,Racetrack Microtron,,,"Ein Mikrotron, das mit Hilfe von zwei Magneten Teilchenbahnen erzeugt, die immer größer werdenden Rennbahnen entsprechen. Dies ermöglicht größere Beschleunigungskomponenten und höhere Energien.","A microtron that uses two magnets to create particle paths made up of ever-larger racetracks, allowing for larger accelerating components and higher energies.",true,
/facility/facility-complex/,01: in preparation,,,/facility/,Anlagenkomplex,Facility Complex,Gruppe von Anlagen,A group of facilities,,,true,
/facility/accelerator-based-facility/ion-beam-facility,01: in preparation,,,/facility/,Ionenstrahl-Anlage,Ion Beam Facility,,,"Anlage zur Erzeugung und Manipulation von Ionenstrahlen für wissenschaftliche und technologische Anwendungen in Bereichen wie Kernphysik, Mikroelektronik, Lebenswissenschaften und Umweltstudien.","Facility for the production and manipulation of ion beams with scientific and technological applications such as nuclear physics, microelectronics, life sciences and environmental studies.",true,
/facility-life-cycle/,01: in preparation,,,,Lebenszyklus-Stufen einer Forschungsanlage,Facility Life Cycle Stages,,,,,true,
/facility-life-cycle/1_design,01: in preparation,,,/facility-life-cycle/,1. Entwurfphase,1. Design,,,"Die Entwurfsphase konzentriert sich auf die Planung und Definition der Struktur, der Funktionalität und der technischen Aspekte eines Projekts oder Systems. Sie ist in zwei Hauptunterphasen unterteilt:","The Design phase focuses on planning and defining the structure, functionality, and technical aspects of a project or system. It is divided into two main sub-phases:",true,
/facility-life-cycle/1.1_conceptual_design,01: in preparation,,,/facility-life-cycle/1_design,1.1 konzeptioneller Entwurf,1.1 Conceptual Design,,,"In dieser Phase geht es um Planung und Ideenfindung auf hoher Ebene, um die allgemeine Vision und den Zweck des Projekts zu umreißen.",This stage involves high-level planning and ideation to outline the overall vision and purpose of the project.,true,
/facility-life-cycle/1.1.1_creating_conceptual_design,01: in preparation,,,/facility-life-cycle/1.1_conceptual_design,1.1.1 Erstellung des konzeptionellen Entwurfs,1.1.1 Conceptual Design Creation,,,"Der Prozess des Brainstormings und des Entwurfs des ursprünglichen Konzepts, einschließlich der Ziele, des Umfangs und der Machbarkeit.","The process of brainstorming and drafting the initial concept, including goals, scope, and feasibility.",true,
/facility-life-cycle/1.1.2_conceptionally-designed,01: in preparation,,,/facility-life-cycle/1.1_conceptual_design,1.1.2 konzeptionell entworfen,1.1.2 Conceptually Designed,,,"Die Fertigstellung des konzeptionellen Entwurfs, der eine klare Vision oder Blaupause für das Projekt darstellt.","The completion of the conceptual design, resulting in a clear vision or blueprint for the project.",true,
/facility-life-cycle/1.2.2_technically-designed,01: in preparation,,,/facility-life-cycle/1.2_technical_design,1.2.2 technisch entworfen,1.2.2 Technically Designed,,,"Die Fertigstellung des technischen Entwurfs, bereit für die Implementierung.","The finalization of the technical design, ready for implementation.",true,
/facility-life-cycle/1.2_technical_design,01: in preparation,,,/facility-life-cycle/1_design,1.2 technischer Entwurf,1.2 Technical Design,,,In dieser Phase wird der konzeptionelle Entwurf in detaillierte technische Spezifikationen und Pläne umgesetzt.,This phase translates the conceptual design into detailed technical specifications and plans.,true,
/facility-life-cycle/2_realization,01: in preparation,,,/facility-life-cycle/,2. Realisierungsphase,2. Realisation,,,"In der Realisierungsphase wird der Entwurf durch Vorbereitung, Bau und Inbetriebnahme in die Praxis umgesetzt.","The Realisation phase involves bringing the design to life through preparation, construction, and commissioning.",true,
/facility-life-cycle/1.2.1_creating_technical_design,01: in preparation,,,/facility-life-cycle/1.2_technical_design,1.2.1 Erstellung des technischen Entwurfs,1.2.1 Technical Design Creation,,,"Entwicklung einer detaillierten technischen Dokumentation, einschließlich Schemata, Arbeitsabläufe und Systemanforderungen.","Developing detailed technical documentation, including schematics, workflows, and system requirements.",true,
/facility-life-cycle/2.1_preparation,01: in preparation,,,/facility-life-cycle/2_realization,2.1 Vorbereitung,2.1 Preparation,,,"Die Beschaffung von Ressourcen, Materialien und Teams, die für den Bau oder die Implementierung benötigt werden.","Gathering resources, materials, and teams required for construction or implementation.",true,
/facility-life-cycle/2.2_construction,01: in preparation,,,/facility-life-cycle/2_realization,2.2 Konstruktion,2.2 Construction,,,Der physische oder technische Aufbau des Projekts gemäß den Entwurfsspezifikationen.,The physical or technical build-out of the project according to the design specifications.,true,
/facility-life-cycle/2.3_commissioning,01: in preparation,,,/facility-life-cycle/2_realization,2.3 Inbetriebnahme,2.3 Commissioning,,,"Testen und Prüfen, ob das System oder Projekt wie vorgesehen funktioniert, bevor es in Betrieb genommen wird.",Testing and verifying that the system or project functions as intended before it goes live.,true,
/facility-life-cycle/3_operation_and_maintenance,01: in preparation,,,/facility-life-cycle/,3. Betrieb und Instandhaltung,3. Operation And Maintenance,,,Diese Phase konzentriert sich auf die laufende Nutzung und Pflege des Systems oder Projekts.,This phase focuses on the ongoing use and upkeep of the system or project.,true,
/facility-life-cycle/3.1_operation,01: in preparation,,,/facility-life-cycle/3_operation_and_maintenance,3.1 Betrieb,3.1 Operation,,,"Die tägliche Nutzung und Verwaltung des Systems, um den beabsichtigten Zweck zu erreichen.",The day-to-day use and management of the system to achieve its intended purpose.,true,
/facility-life-cycle/3.2_maintenance,01: in preparation,,,/facility-life-cycle/3_operation_and_maintenance,3.2 Instandhaltung,3.2 Maintenance,,," Regelmäßige Instandhaltung, Reparaturen und Aktualisierungen, um sicherzustellen, dass das System funktionsfähig und effizient bleibt."," Regular upkeep, repairs, and updates to ensure the system remains functional and efficient.",true,
/facility-life-cycle/4_end_of_life,01: in preparation,,,/facility-life-cycle/3_operation_and_maintenance,4. Ende des Lebenszyklus,4. End Of Life,,,Die End-of-Life-Phase befasst sich mit der Ausmusterung oder dem Ersatz des Systems oder Projekts.,The End of Life phase addresses the retirement or replacement of the system or project.,true,
/facility-life-cycle/4.1_replaced_by_upgrade,01: in preparation,,,/facility-life-cycle/4_end_of_life,4.1 Upgrade,4.1 Upgrade,,,"Diese End-of-Life-Phase führt zu einer aktualisierten Version, die den sich ändernden Anforderungen gerecht wird.",This end-of-life branch results in an upgraded version to meet evolving needs.,true,
/facility-life-cycle/4.2_decommissioning,01: in preparation,,,/facility-life-cycle/4_end_of_life,4.2 Rückbau,4.2 Decommissioning,,,"Der End-of-Life-Zweig konzentriert sich auf die Ausmusterung des Systems, wenn es nicht mehr benötigt wird.",This end-of-life branch focuses on the retirement of the system when it is no longer needed.,true,
/facility-life-cycle/4.2.2_decommissioned,01: in preparation,,,/facility-life-cycle/4.2_decommissioning,4.2.2 Rückgebaut,4.2.2 Decommissioned,,,Das System wurde vollständig außer Betrieb genommen und wird nicht mehr verwendet.,The system has been fully retired and is no longer in use.,true,
/accelerator-application/science-application/matter-research/,01 in preparation,,,/accelerator-application/science-application/,Materieforschung,Matter Research,,,"Erforschung der komplexen Wechselwirkungen zwischen Atomen und Molekülen, die zu Materieformen wie Kristallen, Kunststoffen und Biomolekülen führen.","Research into the complex interactions between atoms and molecules that lead to forms of matter such as crystals, plastics and biomolecules.",true,
/accelerator/linear-accelerator/drift-tube-linac,01: in preparation,,,/accelerator/,Driftröhrenbeschleuniger ,Drift Tube Linac (Dtl),,,,linear accelerator to accelerate particles in the low-to-medium energy range,true,
/accelerator/linear-accelerator/radiofrequency-quadrupole-linac,01: in preparation,,,/accelerator/,Hochfrequenz-Quadrupol (RFQ) Linac ,Radiofrequency Quadrupole (Rfq) Linac ,,,"Linac, der niederenergetische Ionen gebündelt beschleunigt. Wird oft als erste Stufe in größeren Beschleunigersystemen verwendet.",linac that focuses and accelerates low-energy ions. Often used as the first stage in larger accelerator systems.,true,
/accelerating-process/electrodynamic-acceleration/,01: in preparation,,,/accelerating-process/,Elektrodynamische Beschleunigung,Electrodynamic Acceleration,,,"Bei der elektrodynamischen (oder elektromagnetischen) Beschleunigung werden elektromagnetische Wechselfelder genutzt, um Energie auf Teilchen zu übertragen.",Electrodynamic (or electromagnetic) acceleration employs changing electromagnetic fields to accelerate particles.,true,
/academic-degree/,01: in preparation,,,,Akademischer Grad,Academic Degree,Hochschulgrad,University degree,"Akademische Grade sind Abschlussbezeichnungen, die von dazu berechtigten Hochschulen aufgrund eines erfolgreich mit einer Hochschulprüfung abgeschlossenen Studiums oder aufgrund einer besonderen wissenschaftlichen Leistung vergeben und durch eine Urkunde dokumentiert werden.",Academic degrees are designations awarded by authorised universities on the basis of a successfully completed course of study with a university examination or on the basis of a special academic achievement and documented by a certificate.,false,"kultusministerkonferenz__2010__beschluss_kultusministerkonferenz_vom,hochschulrektorenkonferenz_kultusministerkonferenz__2017__qualifikationsrahmen_fuer_deutsche"
/academic-degree/bachelor-degree/,01: in preparation,,,/academic-degree/,Bachelor-Grad,Bachelor's Degree,"Bachelorgrad, Bachelorabschluss",,"Erster akademischer und berufsqualifizierender Abschluss des dreistufigen Bologna-Modells. Je nach akademischer Disziplin wird der Bachelorgrad durch eine von sieben möglichen Bezeichnungen spezifiziert:  Bachelor of Arts (B. @ A.), Bachelor of Science (B. @ Sc.), Bachelor of Engineering (B. @ Eng.), Bachelor of Laws (LL. @ B.), Bachelor of Fine (B. @ F. @ A.), Bachelor of Music (B. @ Mus.), Bachelor of Education (B. @ Ed.).","First academic degree and professional qualification of the three-tier Bologna model. Depending on the academic discipline, a Bachelor's degree is specified by one of seven designations, B. @ A. (Bachelor of Arts), B.  @ Sc. (Bachelor of Science), B. @ Eng. (Bachelor of Engineering), LL. @ B. (Bachelor of Laws), B. @ F. @ A. (Bachelor of Fine Arts), B. @ Mus. (Bachelor of Music), B. @ Ed. (Bachelor of Education).",false,"kultusministerkonferenz__2010__beschluss_kultusministerkonferenz_vom,hochschulrektorenkonferenz_kultusministerkonferenz__2017__qualifikationsrahmen_fuer_deutsche"
/academic-degree/bachelor-degree/b.sc.,01: in preparation,,,/academic-degree/bachelor-degree/,Bachelor of Science,Bachelor Of Science,B. @ Sc.,B. @ Sc.,"Der Bachelor of Science wird in den Fächergruppen Mathematik, Naturwissenschaften und teilweise Ingenieurwissenschaften verliehen.","The Bachelor of Science is awarded in the subject groups of mathematics, natural sciences and, in some cases, engineering.",false,"kultusministerkonferenz__2010__beschluss_kultusministerkonferenz_vom,hochschulrektorenkonferenz_kultusministerkonferenz__2017__qualifikationsrahmen_fuer_deutsche"
/academic-degree/bachelor-degree/b.eng.,01: in preparation,,,/academic-degree/bachelor-degree/,Bachelor of Engineering,Bachelor Of Engineering,B. @ Eng.,B. @ Eng.,Eine der sieben von der Kultusministerkonferenz festgelegten Bachelor-Abschlussbezeichnungen; verliehen in den Ingenieurwissenschaften.,One of the seven Bachelor's degree titles defined by the Conference of Ministers of Education and Cultural Affairs; awarded in the engineering sciences.,false,"kultusministerkonferenz__2010__beschluss_kultusministerkonferenz_vom,hochschulrektorenkonferenz_kultusministerkonferenz__2017__qualifikationsrahmen_fuer_deutsche"
/academic-degree/master-degree/,01: in preparation,,,/academic-degree/,Master-Grad,Master's Degree,"Mastergrad, Masterabschluss",,"Der Master ist der zweithöchste akademische Grad. Er wird nach erfolgreichem Abschluss eines Masterstudiums an Universitäten oder gleichgestellten Hochschulen verliehen. Das Masterstudium ist ein Aufbaustudium, das in der Regel auf ein Bachelorstudium folgt. 
",The Master's degree is the second highest academic degree. It is awarded upon successful completion of a Master's degree programme at universities or equivalent institutions of higher education. The Master's degree programme is a postgraduate course that usually follows a Bachelor's degree. ,false,"kultusministerkonferenz__2010__beschluss_kultusministerkonferenz_vom,hochschulrektorenkonferenz_kultusministerkonferenz__2017__qualifikationsrahmen_fuer_deutsche"
/academic-degree/master-degree/m.sc.,01: in preparation,,,/academic-degree/master-degree/,Master of Science,Master Of Science,B. @ Sc.,B. @ Sc.,"Eine der sieben von der Kultusministerkonferenz festgelegten Master-Abschlussbezeichnungen; verliehen in den Fächergruppen Mathematik, Naturwissenschaften und teilweise Ingenieurwissenschaften.","One of the seven Master's degree titles defined by the Standing Conference of the Ministers of Education and Cultural Affairs; awarded in the subject groups of mathematics, natural sciences and, in some cases, engineering.",false,"kultusministerkonferenz__2010__beschluss_kultusministerkonferenz_vom,hochschulrektorenkonferenz_kultusministerkonferenz__2017__qualifikationsrahmen_fuer_deutsche"
/academic-degree/master-degree/m.eng.,01: in preparation,,,/academic-degree/master-degree/,Master of Engineering,Master Of Engineering,M. @ Eng.,M. @ Eng.,Abschlussbezeichnungen für einen Mastergrad in den Ingenieurwissenschaften,Degree designation for a Master's degree in the engineering sciences,false,"kultusministerkonferenz__2010__beschluss_kultusministerkonferenz_vom,hochschulrektorenkonferenz_kultusministerkonferenz__2017__qualifikationsrahmen_fuer_deutsche"
